company,legal_name,dba_name,email,phone,city,state,zip,address,usdot,power_units,truck_units,metro,nearest_hub,mi_nearest,mi_sac,mi_oak,lat,lng,carrier_operation,classdef,safer_url,source
TRANS BAY TRUCKING INC,TRANS BAY TRUCKING INC,,janice@transbaytrucking.com,5102328700,VACAVILLE,CA,95688,4655 ESQUIVEL ROAD,234589,2,2,Bay,Sacramento,31.0,31.0,43.9,38.40857,-122.02277,A,AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=234589,fmcsa_census_az4n-8mr2
EXPRESS FREIGHT SYSTEM,JOHANSEN FREIGHT INTERNATIONAL,EXPRESS FREIGHT SYSTEM,maryhartfield@express-freight.com,5103570850,SAN LEANDRO,CA,94577,2027 WILLIAMS STREET,239534,8,8,Bay,Oakland,8.5,70.3,8.5,37.71328,-122.16735,C,AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=239534,fmcsa_census_az4n-8mr2
QUINTERO TRUCKING CORP,QUINTERO TRUCKING CORP,,bigquintero@sbcglobal.net,8007742770,OAKLAND,CA,94607,2270 POPLAR ST,245005,4,4,Bay,Oakland,1.7,69.2,1.7,37.80721,-122.3015,A,PRIVATE PROPERTY;AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=245005,fmcsa_census_az4n-8mr2
D HILL TRUCKING INC,D HILL TRUCKING INC,,dhilltrucking@prodigy.net,2098324465,TRACY,CA,95377,28850 SOUTH TRACY BLVD,245644,4,4,Stockton,Oakland,42.2,62.7,42.2,37.67394,-121.51723,A,PRIVATE PROPERTY;AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=245644,fmcsa_census_az4n-8mr2
KOOKEN TRUCKING INC,KOOKEN TRUCKING INC,,kookentruckinginc@hotmail.com,2099488370,STOCKTON,CA,95215,4026 MUNFORD AVE,249050,3,3,Stockton,Sacramento,47.4,47.4,61.6,37.94942,-121.15728,A,AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=249050,fmcsa_census_az4n-8mr2
SAN JOAQUIN VALLEY EXPRESS,G3 ENTERPRISES INC,SAN JOAQUIN VALLEY EXPRESS,g3logisticscompliance@g3enterprises.com,2092757047,MODESTO,CA,95358,502 E WHITMORE AVE,252836,2,2,Stockton,Oakland,64.9,70.2,64.9,37.61261,-121.10857,A,AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=252836,fmcsa_census_az4n-8mr2
FOSTER MOVING SYSTEMS INC,FOSTER MOVING SYSTEMS INC,,operations@fostervanlines.com,5102349133,RICHMOND,CA,94804,167 S 2ND ST,252932,3,3,Bay,Oakland,8.6,65.0,8.6,37.91656,-122.34123,A,AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=252932,fmcsa_census_az4n-8mr2
AMERICAN STAGE TOURS,AMERICAN STAGE TOURS LLC,AMERICAN STAGE TOURS,charles@americanstagetours.com,9256877705,CONCORD,CA,94518,1488 SOCCER COURT,253482,7,0,Bay,Oakland,16.9,52.2,16.9,37.95036,-122.02204,A,AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=253482,fmcsa_census_az4n-8mr2
VERITABLE VEGETABLE INC,VERITABLE VEGETABLE INC,,ccastro@veritablevegetable.com,4156413500,SAN FRANCISCO,CA,94124,1100 CESAR CHAVEZ STREET,258174,26,26,Bay,Oakland,8.0,76.2,8.0,37.7289,-122.38278,A,PRIVATE PROPERTY;AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=258174,fmcsa_census_az4n-8mr2
DON D DAVIS TOWING KENNIE C KNOWLES TRUCKING,MICHAEL T KNOWLES KENNIE C KNOWLES AND WILMA E KNOWLES,DON D DAVIS TOWING KENNIE C KNOWLES TRUCKING,knowles2b5@yahoo.com,5302431366,REDDING,CA,96001,3411 S MARKET ST,260536,5,5,Sacramento,Sacramento,148.7,148.7,193.5,40.60178,-122.45497,C,AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=260536,fmcsa_census_az4n-8mr2
LASSEN TRANSFER & STORAGE,ARLAN R MALLERY,LASSEN TRANSFER & STORAGE,lassentransfer@citlink.net,5302573780,SUSANVILLE,CA,96130,703 750 RICHMOND RD,260768,3,3,Sacramento,Sacramento,142.9,142.9,208.2,40.55176,-120.67567,A,AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=260768,fmcsa_census_az4n-8mr2
MERCED TRANSPORTATION COMPANY,MERCED TRANSPORTATION COMPANY,,criggs@viatrailways.com,2093842575,MERCED,CA,95341,300 GROGAN AVENUE,267225,22,0,Stockton,Oakland,104.8,107.9,104.8,37.23105,-120.50107,C,AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=267225,fmcsa_census_az4n-8mr2
AGGRESSIVE TRANSPORT LTD (USA),AGGRESSIVE TRANSPORT LTD (USA),,colleen@aggressivetransportusa.com,8775131700,RED BLUFF,CA,96080,13535 STATE HIGHWAY 36 E,269111,45,45,Sacramento,Sacramento,120.2,120.2,164.4,40.18189,-122.3771,A,AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=269111,fmcsa_census_az4n-8mr2
CHEMICAL TRANSFER --OR-- CHEMICAL TRANSFER COMPANY INC,CHEMICAL TRANSFER COMPANY,CHEMICAL TRANSFER --OR-- CHEMICAL TRANSFER COMPANY INC,cindy@caltank.com,2094663554,STOCKTON,CA,95206,3105 SOUTH EL DORADO STREET,269372,231,231,Stockton,Sacramento,46.0,46.0,47.2,37.91885,-121.41743,A,AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=269372,fmcsa_census_az4n-8mr2
NORDIC INDUSTRIES INC,NORDIC INDUSTRIES INC,,mike@nordicind.com,5307427124,OLIVEHURST,CA,95961,1437 FURNEAUX ROAD,269756,34,34,Sacramento,Sacramento,31.9,31.9,93.7,39.0403,-121.56048,A,AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=269756,fmcsa_census_az4n-8mr2
HATTON CRANE & RIGGING INC,HATTON CRANE & RIGGING INC,,fariba@hattons.com,5106700737,HAYWARD,CA,94545,3643 DEPOT ROAD,270060,63,63,Bay,Oakland,15.8,75.7,15.8,37.6059,-122.12687,C,AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=270060,fmcsa_census_az4n-8mr2
CAL CARGO,PACIFIC CARGO INC,CAL CARGO,kshimamoto@calcargo.com,5107750800,OAKLAND,CA,94621,7230 EDGEWATER DR,270598,8,8,Bay,Oakland,4.9,69.7,4.9,37.74827,-122.21683,A,AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=270598,fmcsa_census_az4n-8mr2
DISCOVERY,DORR DISTRIBUTION SYSTEMS INC,DISCOVERY,rich@discoverycharters.com,8316332877,CASTROVILLE,CA,95012,11020 COMMERCIAL PARKWAY,271814,16,0,Bay,Oakland,75.9,125.0,75.9,36.78448,-121.75905,A,"PRIVATE PASSENGER, BUSINESS;PRIVATE PASSENGER, NON-BUSINESS;AUTHORIZED FOR HIRE",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=271814,fmcsa_census_az4n-8mr2
AMYCEL LLC,AMYCEL LLC,,safety@prtransport.com,8316237400,WATSONVILLE,CA,95076,260 WESTGATE DR,272737,5,5,Bay,Oakland,65.7,113.9,65.7,36.94626,-121.75648,A,PRIVATE PROPERTY,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=272737,fmcsa_census_az4n-8mr2
PACIFIC MONARCH LIMITED,PACIFIC MONARCH LIMITED,,info@pacificmonarchltd.com,8318838900,MARINA,CA,93933,3346 PAUL DAVIS DR,276423,25,0,Bay,Oakland,81.7,131.9,81.7,36.68684,-121.78689,A,"PRIVATE PASSENGER, BUSINESS;PRIVATE PASSENGER, NON-BUSINESS;AUTHORIZED FOR HIRE",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=276423,fmcsa_census_az4n-8mr2
DON ROBINSON SAND AND GRAVEL INC,DON ROBINSON SAND AND GRAVEL INC,,safety@robinsonsg.com,5308855623,AUBURN,CA,95603,2145 GRASS VALLEY HWY,279647,17,17,Sacramento,Sacramento,32.1,32.1,100.3,38.91587,-121.08028,C,AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=279647,fmcsa_census_az4n-8mr2
A C TRUCKING,A C TRUCKING,,anunes@acttrucking.com,2098233224,MANTECA,CA,95336,405 S VASCONCELLOS AVE,281881,27,27,Stockton,Sacramento,54.3,54.3,58.4,37.83027,-121.20102,A,AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=281881,fmcsa_census_az4n-8mr2
ROADSHOW,ROADSHOW SERVICES INC,ROADSHOW,melissa@roadshowservices.com,4158223000,MILLBRAE,CA,94030,1124 MILLBRAE AVENUE,287123,32,32,Bay,Oakland,15.9,83.9,15.9,37.59897,-122.40199,A,AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=287123,fmcsa_census_az4n-8mr2
GROOME TRANSPORTATION,THE SONOMA COUNTY AIRPORT EXPRESS INC,GROOME TRANSPORTATION,groometransportation.com,7078378700,SANTA ROSA,CA,95403,5807 OLD REDWOOD HIGHWAY,287292,22,0,Bay,Oakland,55.0,68.3,55.0,38.50368,-122.75406,A,"PRIVATE PASSENGER, BUSINESS;PRIVATE PASSENGER, NON-BUSINESS;AUTHORIZED FOR HIRE",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=287292,fmcsa_census_az4n-8mr2
DELANCEY STREET MOVING & TRANSPORTATION,DELANCEY STREET FOUNDATION,DELANCEY STREET MOVING & TRANSPORTATION,mboris@delanceystreet.org,4159579800,SAN FRANCISCO,CA,94124,5700 3RD  STREET,289919,13,13,Bay,Oakland,8.0,76.2,8.0,37.7289,-122.38278,A,PRIVATE PROPERTY;AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=289919,fmcsa_census_az4n-8mr2
REEVE TRUCKING COMPANY,REEVE TRUCKING COMPANY INC,REEVE TRUCKING COMPANY,spike@reevetrucking.com,,STOCKTON,CA,95215,5050 CARPENTER ROAD,290187,162,162,Stockton,Sacramento,47.4,47.4,61.6,37.94942,-121.15728,A,PRIVATE PROPERTY;AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=290187,fmcsa_census_az4n-8mr2
J VALLES TRUCKING INC,J VALLES TRUCKING INC,,truckingjvt@aol.com,2098359190,TRACY,CA,95377,6715 S TRACY BLVD,291698,2,2,Stockton,Oakland,42.2,62.7,42.2,37.67394,-121.51723,A,AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=291698,fmcsa_census_az4n-8mr2
J S G TRUCKING CO INC,J S G TRUCKING CO INC,,rcrusenberry@jsgtrucking.com,2093688815,ACAMPO,CA,95220,19400 N HIGHWAY 99,292989,11,11,Sacramento,Sacramento,29.9,29.9,62.7,38.20023,-121.23503,A,AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=292989,fmcsa_census_az4n-8mr2
SUMMERTIME FARMS INC,SUMMERTIME FARMS INC,,nancy@sfirecycle.com,5102378012,RICHMOND,CA,94801,11 PARR BLVD,295640,7,7,Bay,Oakland,11.9,64.9,11.9,37.95284,-122.38197,C,PRIVATE PROPERTY;AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=295640,fmcsa_census_az4n-8mr2
FRANK C ALEGRE TRUCKING INC,FRANK C ALEGRE TRUCKING INC,,derrick@alegretrucking.com,2093342112,LODI,CA,95242,5100 W US HIGHWAY 12,296231,238,238,Stockton,Sacramento,31.3,31.3,53.5,38.13707,-121.38455,A,PRIVATE PROPERTY;AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=296231,fmcsa_census_az4n-8mr2
HEITZ TRUCKING INC,HEITZ TRUCKING INC,,zach@heitztrucking.com,5307517750,YUBA CITY,CA,95993,3450 INDUSTRIAL DR,297656,3,3,Sacramento,Sacramento,36.0,36.0,93.9,39.0825,-121.68011,C,AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=297656,fmcsa_census_az4n-8mr2
CONSTRUCTION SPECIALTY,CONSPEC INCORPORATED,CONSTRUCTION SPECIALTY,conspec.lh@gmail.com,7606476346,LEE VINING,CA,93541,155 HANSEN RD,300280,11,11,Sacramento,Sacramento,135.4,135.4,172.6,37.98807,-119.11439,A,AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=300280,fmcsa_census_az4n-8mr2
SIERRA TAHOE READY MIX INC,SIERRA TAHOE READY MIX INC,,sierratahoereadymix@aol.com,5305411877,SOUTH LAKE TAHOE,CA,96150,1526 EMERALD BAY RD,305960,12,12,Sacramento,Sacramento,82.5,82.5,143.0,38.86982,-120.00859,A,PRIVATE PROPERTY;AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=305960,fmcsa_census_az4n-8mr2
MANUEL BRASIL HAY & CATTLE,MANUEL F BRASIL,MANUEL BRASIL HAY & CATTLE,manuelbrasiltrucking@gmail.com,,MODESTO,CA,95358,8873 HUNTINGTON RD,307049,3,3,Stockton,Oakland,64.9,70.2,64.9,37.61261,-121.10857,A,PRIVATE PROPERTY;AUTHORIZED FOR HIRE;EXEMPT FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=307049,fmcsa_census_az4n-8mr2
GOLDEN GATE FREIGHT SYSTEMS INC,GOLDEN GATE FREIGHT SYSTEMS INC,,jcardenas@ggaf.com,5107852720,HAYWARD,CA,94545,1809 SABRE ST,310392,2,2,Bay,Oakland,15.8,75.7,15.8,37.6059,-122.12687,A,AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=310392,fmcsa_census_az4n-8mr2
BLUE STAR GAS,BLUE STAR GAS FLEET SERVICES,BLUE STAR GAS,tnagata@bluestargas.com,7075733130,SANTA ROSA,CA,95407,880 N WRIGHT ROAD,316141,145,87,Bay,Oakland,48.2,68.9,48.2,38.3933,-122.74505,A,PRIVATE PROPERTY,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=316141,fmcsa_census_az4n-8mr2
SOUTHWEST TRUCK SERVICE,SOUTHWEST TRUCK SERVICE,,order@swtrucking.com,8317241041,WATSONVILLE,CA,95076,350 PINE STREET,319378,2,2,Bay,Oakland,65.7,113.9,65.7,36.94626,-121.75648,A,AUTHORIZED FOR HIRE;EXEMPT FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=319378,fmcsa_census_az4n-8mr2
WOOTENS GOLDEN QUEENS INC,WOOTENS GOLDEN QUEENS INC,,wootengoldqueens@aol.com,5304745089,SHINGLETOWN,CA,96088,8805 PONDEROSA WAY,322788,3,3,Sacramento,Sacramento,134.8,134.8,188.2,40.51087,-121.87611,C,PRIVATE PROPERTY,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=322788,fmcsa_census_az4n-8mr2
JOHN LAMBIRTH TRUCKING,JOHN LAMBIRTH TRUCKING INC,JOHN LAMBIRTH TRUCKING,leslie@lambirthtrucking.com,5305765707,COLUSA,CA,95932,3110 WILSON AVE,333383,33,33,Sacramento,Sacramento,54.0,54.0,102.3,39.26647,-121.9786,A,AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=333383,fmcsa_census_az4n-8mr2
RALPH PANELLA LEASING LP,RALPH PANELLA LEASING LP,,lschwartz@panellatrucking.com,2099435000,STOCKTON,CA,95215,5000 E FREMONT STREET,334013,232,232,Stockton,Sacramento,47.4,47.4,61.6,37.94942,-121.15728,A,PRIVATE PROPERTY;AUTHORIZED FOR HIRE;OTHER-LEASING COMPANY,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=334013,fmcsa_census_az4n-8mr2
BILL AMAREL TRUCKING INC,BILL AMAREL TRUCKING INC,,ar@billamareltrucking.com,5306731108,YUBA CITY,CA,95993,2260 OSWALD RD,337467,6,6,Sacramento,Sacramento,36.0,36.0,93.9,39.0825,-121.68011,A,AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=337467,fmcsa_census_az4n-8mr2
INTER-STATE OIL COMPANY,INTER-STATE OIL COMPANY,,kfereira@interstateoil.com,9164576572,SACRAMENTO,CA,95826,8221 ALPINE STREET,341964,82,35,Sacramento,Sacramento,6.8,6.8,70.5,38.54375,-121.37769,A,AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=341964,fmcsa_census_az4n-8mr2
KRETH INC,KRETH INC,,krethinc@att.net,2092742446,IONE,CA,95640,601 STATE HIGHWAY 124,344476,2,2,Sacramento,Sacramento,34.1,34.1,80.1,38.32525,-120.95579,C,PRIVATE PROPERTY;AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=344476,fmcsa_census_az4n-8mr2
SUNNY SIDE FARMS,SUPER STORE INDUSTRIES,SUNNY SIDE FARMS,janderson@ssica.com,2098582010,LATHROP,CA,95330,16888 MCKINLEY AVENUE,344688,3,3,Bay,Oakland,52.3,54.3,52.3,37.80891,-121.31264,C,PRIVATE PROPERTY,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=344688,fmcsa_census_az4n-8mr2
CALVADA SALES COMPANY,CALVADA SALES COMPANY,,richorr@calvadafoods.com,9164416290,SACRAMENTO,CA,95811,450 RICHARDS BLVD,344977,13,13,Sacramento,Sacramento,0.9,0.9,68.9,38.58323,-121.4781,A,PRIVATE PROPERTY,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=344977,fmcsa_census_az4n-8mr2
CALVA PRODUCTS LLC,CALVA PRODUCTS LLC,,rgoodenbour@landolakes.com,2093391516,ACAMPO,CA,95220,4351 E WINERY RD,344979,3,3,Sacramento,Sacramento,29.9,29.9,62.7,38.20023,-121.23503,A,PRIVATE PROPERTY,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=344979,fmcsa_census_az4n-8mr2
STANLEY ELECTRIC MOTOR CO INC,STANLEY ELECTRIC MOTOR CO INC,,engrmech2@stanleyelectric.com,2094647321,STOCKTON,CA,95205,1520 E MINER AVE,345109,3,3,Stockton,Sacramento,44.5,44.5,56.3,37.96458,-121.25984,C,PRIVATE PROPERTY,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=345109,fmcsa_census_az4n-8mr2
JOY ENGINEERING,R AND J JOY INC,JOY ENGINEERING,ajoy@joyengineering.com,7753232246,BECKWORTH,CA,96129,81822 HIGHWAY 70,345119,19,16,Sacramento,Sacramento,103.3,103.3,171.5,39.78927,-120.35728,A,AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=345119,fmcsa_census_az4n-8mr2
WHITE CAP READY MIX INC,WHITE CAP READY MIX INC,,whitecaprm@sbcglobal.net,5308324225,PORTOLA,CA,96122,73880 CA 70,346060,12,12,Sacramento,Sacramento,101.7,101.7,169.8,39.82523,-120.47705,A,PRIVATE PROPERTY,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=346060,fmcsa_census_az4n-8mr2
BUD LINE TRUCKING INC,BUD LINE TRUCKING INC,,admin@budlinetrucking.com,9163834860,SACRAMENTO,CA,95828,6501 FLORIN PERKINS ROAD,346979,11,11,Sacramento,Sacramento,8.3,8.3,67.1,38.48881,-121.39584,A,PRIVATE PROPERTY;AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=346979,fmcsa_census_az4n-8mr2
ROYAL FOODS CO INC,ROYAL FOODS CO INC,,n/a,4087299200,SAN JOSE,CA,95133,1885 LAS PLUMAS AVE,347143,29,29,San Jose,Oakland,37.4,86.0,37.4,37.37161,-121.86084,C,PRIVATE PROPERTY,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=347143,fmcsa_census_az4n-8mr2
MELVIN T WHEELER & SONS LP,MELVIN T WHEELER & SONS LP,,sherri@wheelerhay.com,2095269770,MODESTO,CA,95358,5301 WOODLAND AVE,350413,12,12,Stockton,Oakland,64.9,70.2,64.9,37.61261,-121.10857,A,PRIVATE PROPERTY;EXEMPT FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=350413,fmcsa_census_az4n-8mr2
STOCKTON WHOLESALE LUMBER CO INC,STOCKTON WHOLESALE LUMBER CO INC,,joan@stocktonwholesalelumber.com,2099460282,STOCKTON,CA,95215,2908 BOZZANO RD,350430,4,4,Stockton,Sacramento,47.4,47.4,61.6,37.94942,-121.15728,C,PRIVATE PROPERTY,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=350430,fmcsa_census_az4n-8mr2
DAY-LEE FOODS INC,DAY-LEE FOODS INC,,jzotelo@day-lee.com,5628026864,UNION CITY,CA,94587,2900 FABER STREET UNIT 3,350530,29,29,Bay,Oakland,19.6,73.4,19.6,37.60316,-122.01864,A,PRIVATE PROPERTY,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=350530,fmcsa_census_az4n-8mr2
OZARK TRUCKING INC,OZARK TRUCKING INC,,safety@ozarkinc.com,9165615400,MCCLELLAN,CA,95652,4916 DUDLEY BLVD,351320,54,50,Sacramento,Sacramento,7.5,7.5,75.8,38.66298,-121.40111,A,AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=351320,fmcsa_census_az4n-8mr2
MIKE LOWRIE TRUCKING INC,MIKE LOWRIE TRUCKING INC,,lowrietrkg@aol.com,7076783018,DIXON,CA,95620,7134 TREMONT ROAD,351560,145,145,Sacramento,Sacramento,18.4,18.4,50.5,38.41262,-121.75622,A,AUTHORIZED FOR HIRE;EXEMPT FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=351560,fmcsa_census_az4n-8mr2
DILLARD ENVIRONMENTAL SERVICES,DILLARD TRUCKING INC,DILLARD ENVIRONMENTAL SERVICES,mroach@dillardenv.com,9256346850,BYRON,CA,94514,3120 CAMINO DIABLO,352045,22,22,Bay,Oakland,35.4,52.6,35.4,37.82637,-121.62255,A,AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=352045,fmcsa_census_az4n-8mr2
TAHOE TRUCKEE SIERRA DISPOSAL CO INC,TAHOE TRUCKEE DISPOSAL CO INC,TAHOE TRUCKEE SIERRA DISPOSAL CO INC,cpark@waste101.com,5305837821,TRUCKEE,CA,96161,900 CABIN CREEK RD,352906,77,77,Sacramento,Sacramento,85.6,85.6,152.6,39.31309,-120.20778,A,PRIVATE PROPERTY,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=352906,fmcsa_census_az4n-8mr2
INTERSTATE SERVICES,STEVEN G WAYLAND,INTERSTATE SERVICES,swayland@earthlink.net,5106700999,STOCKTON,CA,95206,2719 BOEING WAY,354428,2,2,Stockton,Sacramento,46.0,46.0,47.2,37.91885,-121.41743,A,AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=354428,fmcsa_census_az4n-8mr2
ELEMENTS MOUNTAIN COMPANY,ELEMENTS MOUNTAIN COMPANY,,jamie@elementsmtn.co,5305820300,TRUCKEE,CA,96161,17356 NORTHWOODS BLVD,355424,2,2,Sacramento,Sacramento,85.6,85.6,152.6,39.31309,-120.20778,A,PRIVATE PROPERTY,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=355424,fmcsa_census_az4n-8mr2
