company,legal_name,dba_name,email,phone,city,state,zip,address,usdot,power_units,truck_units,metro,nearest_hub,mi_nearest,mi_sac,mi_oak,lat,lng,carrier_operation,classdef,safer_url,source
RARE EARTH LANDSCAPE MATERIALS,JJ HOPPER INC,RARE EARTH LANDSCAPE MATERIALS,jhopper@rareearthlandscapematerials.com,5304779901,GRASS VALLEY,CA,95949,11750 LA BARR MEADOWS RD,1074768,3,3,Sacramento,Sacramento,40.6,40.6,108.4,39.09923,-121.13885,C,AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1074768,fmcsa_census_az4n-8mr2
EZ WAY TRANSPORT INC,EZ WAY TRANSPORT INC,,ezwaytransport@yahoo.com,5599420404,CHOWCHILLA,CA,93610,571 WALNUT WAY,1075560,5,5,Bay,Oakland,119.6,122.0,119.6,37.0983,-120.28121,A,AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1075560,fmcsa_census_az4n-8mr2
GARCIA BROTHERS TRUCKING LLC,GARCIA BROTHERS TRUCKING LLC,,garcia_b5@yahoo.com,2093822314,PLANADA,CA,95365,9868 E GERARD AVE,1076437,51,51,Sacramento,Sacramento,108.3,108.3,113.1,37.33111,-120.29482,C,AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1076437,fmcsa_census_az4n-8mr2
AMERICAN MOVERS INC,AMERICAN MOVERS INC,,johnlima@americanmoversca.com,8313844139,MARINA,CA,93933,501 RESERVATION RD,1077325,3,3,Bay,Oakland,81.7,131.9,81.7,36.68684,-121.78689,A,AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1077325,fmcsa_census_az4n-8mr2
RANA TRANSPORT INC,RANA TRANSPORT INC,,ranatransportinc@hotmail.com,2097478391,LODI,CA,95242,2310 PORTSMOUTH DR,1077525,10,10,Stockton,Sacramento,31.3,31.3,53.5,38.13707,-121.38455,A,AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1077525,fmcsa_census_az4n-8mr2
FRED ADAMSON TRUCKING,FRED EDWARD ADAMSON III,FRED ADAMSON TRUCKING,fredandtami@yahoo.com,5306329530,MARYSVILLE,CA,95901,5524 VIRGINIA RD,1078264,2,2,Sacramento,Sacramento,44.4,44.4,106.7,39.22394,-121.49405,C,AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1078264,fmcsa_census_az4n-8mr2
DAVE WILSON NURSERY INC,DAVE WILSON NURSERY INC,,jhuiltron@davewilson.com,2098741821,HICKMAN,CA,95323,19701 LAKE ROAD,1078383,21,21,Sacramento,Sacramento,80.4,80.4,87.8,37.6083,-120.68516,A,PRIVATE PROPERTY,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1078383,fmcsa_census_az4n-8mr2
SOHAL TRANSPORT CORP,SOHAL TRANSPORT CORP,,sohaltransportcorp@gmail.com,7072083032,FAIRFIELD,CA,94533,513 PYRAMID CT,1080176,4,4,Bay,Sacramento,34.6,34.6,35.9,38.28075,-122.00638,A,AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1080176,fmcsa_census_az4n-8mr2
TOTAL SERVICE LOGISTICS INC,TOTAL SERVICE LOGISTICS INC,,orders@teamtsl.com,9163868080,SACRAMENTO,CA,95828,8331 VALDEZ AVENUE,1080296,5,5,Sacramento,Sacramento,8.3,8.3,67.1,38.48881,-121.39584,C,PRIVATE PROPERTY;AUTHORIZED FOR HIRE;EXEMPT FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1080296,fmcsa_census_az4n-8mr2
CD & POWER,GOT POWER INC,CD & POWER,lisa@gotpower.com,9252292700,MARTINEZ,CA,94553,150 NARDI LANE,1080789,35,35,Bay,Oakland,15.0,53.5,15.0,37.99389,-122.13644,A,PRIVATE PROPERTY,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1080789,fmcsa_census_az4n-8mr2
NATIONSWAY LOGISTICS GROUP INC,NATIONSWAY LOGISTICS GROUP INC,,cshepler@nationswaylogistics.com,9164486336,ANTELOPE,CA,95843,8948 REDWATER DRIVE,1080825,5,5,Sacramento,Sacramento,11.6,11.6,79.9,38.71546,-121.36342,C,AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1080825,fmcsa_census_az4n-8mr2
METTLER FARMS INC,METTLER FARMS INC,,mettlerfarms@gmail.com,2093276621,LODI,CA,95240,16123 N LOCUST TREE ROAD,1082246,17,17,Stockton,Sacramento,37.4,37.4,65.0,38.11439,-121.14466,A,AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1082246,fmcsa_census_az4n-8mr2
SARONI FOOD SERVICE,ALFRED B SARONI III,SARONI FOOD SERVICE,seasplashwest@aol.com,5104656010,OAKLAND,CA,94607,1301 26TH STREET,1083022,2,2,Bay,Oakland,1.7,69.2,1.7,37.80721,-122.3015,A,AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1083022,fmcsa_census_az4n-8mr2
P M TRUCK REPAIR INC,P M TRUCK REPAIR INC,,paul@pmtruckrepair.com,9163710666,WEST SACRAMENTO,CA,95691,3740 COMMERCE DR,1083339,22,22,Sacramento,Sacramento,6.2,6.2,67.8,38.62795,-121.59329,A,AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1083339,fmcsa_census_az4n-8mr2
WILLIAM C RITTS,WILLIAM C RITTS,,gayleritts@gmail.com,2097689613,SONORA,CA,95370,15101 WARDS FERRY RD,1083746,2,2,Sacramento,Sacramento,74.6,74.6,105.5,37.98455,-120.34926,C,PRIVATE PROPERTY,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1083746,fmcsa_census_az4n-8mr2
BAUER'S INTELLIGENT TRANSPORTATION INC,BAUER'S INTELLIGENT TRANSPORTATION INC,,gschwartz@bauersit.com,4155221212,SAN FRANCISCO,CA,94158,PIER 50,1083917,125,0,Bay,Oakland,6.8,74.2,6.8,37.76811,-122.38693,A,PRIVATE PROPERTY;AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1083917,fmcsa_census_az4n-8mr2
BRONCO TRUCKING,ISAURO GUILLEN,BRONCO TRUCKING,gtileg@earthlink.net,8316787300,SOLEDAD,CA,93960,511 FRONT STREET,1083919,8,8,Bay,Oakland,110.3,151.7,110.3,36.38962,-121.34315,C,AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1083919,fmcsa_census_az4n-8mr2
ECKERT TRUCKING LLC,ECKERT TRUCKING LLC,,matthewt@eckertcs.com,2098384040,ESCALON,CA,95320,905 CLOUGH ROAD,1084697,5,5,Sacramento,Sacramento,58.6,58.6,69.1,37.8256,-121.00516,A,PRIVATE PROPERTY,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1084697,fmcsa_census_az4n-8mr2
DAVID LIKES EXCAVATION & SNOW REMOVAL,DAVID J LIKES,DAVID LIKES EXCAVATION & SNOW REMOVAL,picurm4ever@gmail.com,5305256501,MEEKS BAY,CA,96142,280 GLENRIDGE,1087987,3,3,Sacramento,Sacramento,78.9,78.9,142.3,38.99717,-120.12963,A,PRIVATE PROPERTY,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1087987,fmcsa_census_az4n-8mr2
VIKING DRILLERS INC,VIKING DRILLERS INC,,jbell@vikingdrillersinc.com,9167421500,GRANITE BAY,CA,95746,5950 GRANITE LAKE DRIVE,1089376,5,5,Sacramento,Sacramento,20.5,20.5,88.0,38.74753,-121.18009,A,PRIVATE PROPERTY,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1089376,fmcsa_census_az4n-8mr2
JOVAN ORCHARDS,MUNDEEP SINGH DHAMI,JOVAN ORCHARDS,msd7997@hotmail.com,5306826597,YUBA CITY,CA,95993,1728 REGENCY WAY,1089805,2,2,Sacramento,Sacramento,36.0,36.0,93.9,39.0825,-121.68011,C,AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1089805,fmcsa_census_az4n-8mr2
COMMODITY TRANSPORTERS INC,COMMODITY TRANSPORTERS INC,,david.kegler@commoditytransporters.com,2093841882,MERCED,CA,95341,3853 WARDROBE AVENUE,1095661,33,33,Stockton,Oakland,104.8,107.9,104.8,37.23105,-120.50107,A,AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1095661,fmcsa_census_az4n-8mr2
ARGUETA TRUCKING,JOSE J ARGUETA PEREA,ARGUETA TRUCKING,argueta64@yahoo.com,8316822409,SOLEDAD,CA,93960,35591 KITZMILLER RD,1096361,2,2,Bay,Oakland,110.3,151.7,110.3,36.38962,-121.34315,A,AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1096361,fmcsa_census_az4n-8mr2
TIM'S TRUCKING INC,TIM'S TRUCKING INC,,timofey30@hotmail.com,9168808345,ORANGEVALE,CA,95662,6640 FILBERT AVE,1097163,2,2,Sacramento,Sacramento,16.6,16.6,83.7,38.68917,-121.21843,A,AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1097163,fmcsa_census_az4n-8mr2
FEATHER RIVER COMMUNICATIONS INC,FEATHER RIVER COMMUNICATIONS INC,,t.adkins@frccommunications.com,5307412934,OLIVEHURST,CA,95961,1468 SKY HARBOR DRIVE STE L,1104698,2,2,Sacramento,Sacramento,31.9,31.9,93.7,39.0403,-121.56048,A,AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1104698,fmcsa_census_az4n-8mr2
PACIFIC PAPER TUBE LLC,PACIFIC PAPER TUBE LLC,,accounting@pacificpapertube.com,5105628823,STOCKTON,CA,95215,4343 E FREMONT ST,1105901,9,9,Stockton,Sacramento,47.4,47.4,61.6,37.94942,-121.15728,A,PRIVATE PROPERTY,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1105901,fmcsa_census_az4n-8mr2
PK TRUCKING,PARDEEP KUMAR SHARMA,PK TRUCKING,pktrucking55@gmail.com,5593853121,FRESNO,CA,93722,4460 W SHAW AVE # 565,1106942,2,2,Bay,Oakland,148.9,151.7,148.9,36.79936,-119.87479,A,AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1106942,fmcsa_census_az4n-8mr2
GENSBURG & SON'S INC,GENSBURG & SON'S INC,,stuartgensburg@yahoo.com,5305810456,TAHOE CITY,CA,96145,915 THE DRIVE,1108417,9,9,Sacramento,Sacramento,81.3,81.3,146.7,39.14829,-120.17092,A,PRIVATE PROPERTY;AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1108417,fmcsa_census_az4n-8mr2
BAILEY PACIFIC,STEVEN D BAILEY,BAILEY PACIFIC,baipac@yahoo.com,5302414813,REDDING,CA,96001,2041 EL MIRA DR,1109507,2,2,Sacramento,Sacramento,148.7,148.7,193.5,40.60178,-122.45497,A,AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1109507,fmcsa_census_az4n-8mr2
NORTHGATE EXPRESS,NORTHGATE EXPRESS,,kcaldwell@ngpetro.com,5303426504,CHICO,CA,95928,2549 SCOTT AVENUE,1109634,15,8,Sacramento,Sacramento,78.6,78.6,132.0,39.68571,-121.84408,A,AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1109634,fmcsa_census_az4n-8mr2
BASALITE CONCRETE PRODUCTS CLASSIC STONE INTERSTATE BRICK GLADDING MCBEAN,BASALITE BUILDING PRODUCTS LLC,BASALITE CONCRETE PRODUCTS CLASSIC STONE INTERSTATE BRICK GLADDING MCBEAN,salt.team@paccoast.com,9165294157,ROSEVILLE,CA,95661,2150 DOUGLAS BLVD STE 260,1110206,82,82,Sacramento,Sacramento,17.3,17.3,85.3,38.74107,-121.24769,A,PRIVATE PROPERTY,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1110206,fmcsa_census_az4n-8mr2
BTW,BRIDGEPORT TRANSPORTATION & WAREHOUSING INC,BTW,rjain@btw1.com,5102516500,OAKLAND,CA,94607,1195B MIDDLE HARBOR ROAD,1110324,12,12,Bay,Oakland,1.7,69.2,1.7,37.80721,-122.3015,A,AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1110324,fmcsa_census_az4n-8mr2
J DIAMOND TRANS INC,J DIAMOND TRANS INC,,jdiamondtransinc@gmail.com,7866373218,WOODLAND,CA,95695,18207 HARLEQUIN CT,1110417,10,10,Sacramento,Sacramento,20.9,20.9,65.0,38.68704,-121.85708,A,AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1110417,fmcsa_census_az4n-8mr2
MATERIAL TRANSPORT,PACIFIC COAST TRANSPORTATION SERVICES INC,MATERIAL TRANSPORT,salt.team@pcci.com,9166316500,WEST SACRAMENTO,CA,95691,1550 HARBOR BLVD SUITE 130,1110584,52,52,Sacramento,Sacramento,6.2,6.2,67.8,38.62795,-121.59329,A,AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1110584,fmcsa_census_az4n-8mr2
PACIFIC SUPPLY ANDERSON LUMBER HAWAII SUPPLY DIAMOND PACIFIC PIONEER BUILDERS SUPPLY CO,PACIFIC COAST SUPPLY LLC,PACIFIC SUPPLY ANDERSON LUMBER HAWAII SUPPLY DIAMOND PACIFIC PIONEER BUILDERS SUPPLY CO,salt.team@paccoast.com,9166316543,NORTH HIGHLANDS,CA,95660,4290 ROSEVILLE ROAD,1112364,251,251,Sacramento,Sacramento,9.1,9.1,77.4,38.67854,-121.37997,A,PRIVATE PROPERTY,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1112364,fmcsa_census_az4n-8mr2
PRECISION TOWING,GARY DAINAUSKUS,PRECISION TOWING,towgary@sbcglobal.net,5305270733,RED BLUFF,CA,96080,1840 TRAINOR ST,1114115,5,5,Sacramento,Sacramento,120.2,120.2,164.4,40.18189,-122.3771,A,PRIVATE PROPERTY;AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1114115,fmcsa_census_az4n-8mr2
TOPNOTCH METALS PRODUCTS LLC,WHOLESALE OUTLET INC,TOPNOTCH METALS PRODUCTS LLC,joe.schmidt@wohvac.com,9163382444,SACRAMENTO,CA,95838,4920 RALEY BLVD,1116031,8,8,Sacramento,Sacramento,5.2,5.2,73.4,38.64572,-121.44525,A,PRIVATE PROPERTY,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1116031,fmcsa_census_az4n-8mr2
JAMES C JONES TRUCKING,JAMES CLIFFORD JONES,JAMES C JONES TRUCKING,conniejones41@hotmail.com,5303477060,COTTONWOOD,CA,96022,16560 SHEKINAH COURT,1118023,2,2,Sacramento,Sacramento,131.5,131.5,175.2,40.33639,-122.44851,C,PRIVATE PROPERTY;EXEMPT FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1118023,fmcsa_census_az4n-8mr2
HUTCHINS INC,HUTCHINS INC,,robm@c-zone.net,5302464272,REDDING,CA,96001,16424 CLEAR CREEK RD,1119257,9,9,Sacramento,Sacramento,148.7,148.7,193.5,40.60178,-122.45497,C,PRIVATE PROPERTY,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1119257,fmcsa_census_az4n-8mr2
WORRELL TRUCKING,JOSEPH F WORRELL JR,WORRELL TRUCKING,sj8worrell@yahoo.com,9167195096,ELK GROVE,CA,95757,3215 DIERSSEN RD,1120138,2,2,Sacramento,Sacramento,16.7,16.7,59.0,38.34489,-121.43123,A,AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1120138,fmcsa_census_az4n-8mr2
AVA K EARLY,AVA K EARLY,,akearly@sbcglobal.net,5303655848,REDDING,CA,96002,6641 STONEY DR,1120647,3,3,Sacramento,Sacramento,141.5,141.5,188.2,40.52783,-122.31875,A,PRIVATE PROPERTY,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1120647,fmcsa_census_az4n-8mr2
SUNBORNE NURSERY,GOLDMAN ENTERPRISES,SUNBORNE NURSERY,dan@sunborne.com,4158217726,RICHMOND,CA,94801,2206 CENTRAL STREET,1121586,5,5,Bay,Oakland,11.9,64.9,11.9,37.95284,-122.38197,C,PRIVATE PROPERTY;AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1121586,fmcsa_census_az4n-8mr2
SILCO DIVISION OF MEPCO,MEPCO INC,SILCO DIVISION OF MEPCO,markepogue@aol.com,5592771100,FRESNO,CA,93722,4589 WEST JACQUELYN AVENUE,1122863,59,59,Bay,Oakland,148.9,151.7,148.9,36.79936,-119.87479,C,OTHER-VENDING,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1122863,fmcsa_census_az4n-8mr2
R U S TRUCKING,R U S TRUCKING INC,R U S TRUCKING,rus_trucking@yahoo.com,5307885430,SACRAMENTO,CA,95834,3603 INNOVATOR DRIVE,1124988,2,2,Sacramento,Sacramento,4.0,4.0,70.5,38.63565,-121.51842,A,AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1124988,fmcsa_census_az4n-8mr2
DAVID DEZELLE,DAVID DEZELLE,,ddezelle@softcom.net,2097454454,GALT,CA,95632,10300 MINGO RD,1125300,2,2,Sacramento,Sacramento,24.7,24.7,63.9,38.27445,-121.2592,B,OTHER-UNKNOWN,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1125300,fmcsa_census_az4n-8mr2
WATERS MOVING & STORAGE INC,WATERS MOVING & STORAGE INC,,waterspw@aol.com,9253720914,MARTINEZ,CA,94553,37 BRIDGEHEAD RD,1125579,35,35,Bay,Oakland,15.0,53.5,15.0,37.99389,-122.13644,A,AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1125579,fmcsa_census_az4n-8mr2
J & B ENTERPRISES,J & B REFINING,J & B ENTERPRISES,laura@jandb.com,4089887900,SANTA CLARA,CA,95054,1650 RUSSELL AVE,1126583,2,2,Bay,Oakland,33.0,86.0,33.0,37.39349,-121.96467,C,PRIVATE PROPERTY,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1126583,fmcsa_census_az4n-8mr2
NEW SUNSHINE TRANSPORTATION INC,NEW SUNSHINE TRANSPORTATION INC,,dispatch@newsunshinetrans.com,2092344260,FRENCH CAMP,CA,95231,11156 S MCKINLEY AVE,1126943,14,14,Sacramento,Sacramento,50.1,50.1,53.7,37.87379,-121.29015,A,AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1126943,fmcsa_census_az4n-8mr2
MIRAMONTES TRUCKING,JUAN P MIRAMONTES,MIRAMONTES TRUCKING,jpmiramortega@yahoo.com,2099922070,STOCKTON,CA,95212,9778 STEFANO CT,1127181,3,3,Stockton,Sacramento,39.4,39.4,59.1,38.04994,-121.23297,A,AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1127181,fmcsa_census_az4n-8mr2
ALCAL SPECIALTY CONTRACTING INC,ALCAL SPECIALTY CONTRACTING INC,,salt.team@paccoast.com,9162865700,SACRAMENTO,CA,95834,946 NORTH MARKET BLVD,1127885,217,217,Sacramento,Sacramento,4.0,4.0,70.5,38.63565,-121.51842,A,PRIVATE PROPERTY,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1127885,fmcsa_census_az4n-8mr2
CONTINENTAL NET TRUCKING,CONTINENTAL NET INC,CONTINENTAL NET TRUCKING,cntrucking@sbcglobal.net,5107965791,NEWARK,CA,94560,6560 PICARDY PL,1129037,4,4,Bay,Oakland,24.5,80.0,24.5,37.50451,-122.03292,C,AUTHORIZED FOR HIRE;EXEMPT FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1129037,fmcsa_census_az4n-8mr2
DOMINGUEZ FARMS,NAZARIO T DOMINGUEZ,DOMINGUEZ FARMS,dominguezfarms@aol.com,8316741825,GREENFIELD,CA,93927,818 OAK AVENUE,1129429,6,6,Bay,Oakland,118.0,161.3,118.0,36.2488,-121.38663,C,AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1129429,fmcsa_census_az4n-8mr2
GAMA BROS INC,GAMA BROS INC,,dispatch@gamabros.com,2093656343,LODI,CA,95240,1321 E LOCKEFORD ST,1130886,9,9,Stockton,Sacramento,37.4,37.4,65.0,38.11439,-121.14466,A,AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1130886,fmcsa_census_az4n-8mr2
VAN GRONINGEN LOGISTICS INC,VAN GRONINGEN LOGISTICS INC,,paulh@vgandsons.com,2099825675,MANTECA,CA,95336,15176 SOUTH JACK TONE ROAD,1131167,13,13,Stockton,Sacramento,54.3,54.3,58.4,37.83027,-121.20102,,AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1131167,fmcsa_census_az4n-8mr2
GUZMAN TRUCKING,JORGE M GUZMAN,GUZMAN TRUCKING,j.guzmantrucking@yahoo.com,2094892044,STOCKTON,CA,95219,3454 STONE RIVER CIRCLE,1132387,2,2,Stockton,Sacramento,36.6,36.6,46.2,38.05173,-121.48304,A,AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1132387,fmcsa_census_az4n-8mr2
CHARTWELL U C DAVIS HEALTH SYSTEM,CHARTWELL U C DAVIS HEALTH SYSTEM,,jsnider@chartwellsac.com,9167315555,SACRAMENTO,CA,95820,3630 BUSINESS DRIVE,1132647,2,0,Sacramento,Sacramento,4.2,4.2,67.6,38.53488,-121.44437,B,PRIVATE PROPERTY,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1132647,fmcsa_census_az4n-8mr2
TSV CARRIERS INC,TSV CARRIERS INC,,tsvcarriers@gmail.com,9166130314,WEST SACRAMENTO,CA,95691,3042 MORROW BAY ST,1134407,2,2,Sacramento,Sacramento,6.2,6.2,67.8,38.62795,-121.59329,A,AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1134407,fmcsa_census_az4n-8mr2
JORGE'S LOGISTICS,JORGE'S LOGISTICS,,jorgestransportation@gmail.com,5303084778,CORNING,CA,96021,23770 SOUTH AVENUE,1134410,6,6,Sacramento,Sacramento,101.6,101.6,146.4,39.92345,-122.27081,A,AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1134410,fmcsa_census_az4n-8mr2
DIVINE ENTERPRISES,DIVINE ENTERPRISES,,nick@divinetrans.com,9167817200,ROCKLIN,CA,95765,3555 CINCINNATI AVE,1134917,99,99,Sacramento,Sacramento,19.9,19.9,88.1,38.81555,-121.28017,A,AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1134917,fmcsa_census_az4n-8mr2
WHITE RABBIT TRUCKING INC,WHITE RABBIT TRUCKING INC,,arabbitstail@aol.com,2095995144,RIPON,CA,95366,1460 JENNIFER STREET,1136650,2,2,Sacramento,Sacramento,60.0,60.0,62.6,37.76277,-121.12528,C,AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1136650,fmcsa_census_az4n-8mr2
EL DORADO TRUSS CO INC,EL DORADO TRUSS CO INC,,tamioverton@eldoradotruss.com,5306221264,PLACERVILLE,CA,95667,300 INDUSTRIAL DRIVE,1137280,4,4,Sacramento,Sacramento,39.5,39.5,102.9,38.73492,-120.78995,A,PRIVATE PROPERTY,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1137280,fmcsa_census_az4n-8mr2
